qseqid,best_evalue_cecidomyiid,best_bitscore_cecidomyiid,best_hit_cecidomyiid,best_pident_cecidomyiid,best_evalue_sciarid,best_bitscore_sciarid,best_hit_sciarid,best_pident_sciarid,best_evalue_outgroup,best_bitscore_outgroup,best_hit_outgroup,best_pident_outgroup,alien_index,bitscore_diff_cec_minus_sci,outgroup_flag,interpretation
g5106.t1,2.59e-77,281.0,g12325.t1,32.821,0.0,1582.0,s12640.t1,81.81,4.46e-12,72.0,ref|XP_061506528.1|,45.946,-284.16962431397906,-1301.0,ok,sciarid-like
g14199.t1,6.93e-08,50.4,g12180.t1,22.785,2.41e-131,367.0,s10878.t1,81.553,7.47e-16,75.9,ref|XP_320414.1|,30.222,-284.2741995039668,-316.6,ok,sciarid-like
g17559.t2,2.31e-19,94.4,g12019.t1,23.462,6.06e-143,468.0,s10940.t1,33.371,3.86e-128,416.0,ref|XP_061512592.1|,33.871,-284.55608925571414,-373.6,check_conservation,sciarid-like
g12307.t1,5.85e-53,191.0,g11286.t1,86.0,1.44e-176,531.0,s11068.t1,98.069,0.0,1850.0,ref|XP_061498985.1|,68.864,-284.6197649859235,-340.0,check_conservation,sciarid-like
g1809.t1,6.969999999999999e-42,153.0,g12688.t1,42.308,1.54e-165,507.0,s9700.t1,91.756,2.52e-105,336.0,ref|XP_061502788.1|,81.218,-284.7277992466145,-354.0,ok,sciarid-like
g961.t1,4.72e-77,251.0,g5046.t1,38.539,0.0,644.0,s1642.t1,84.987,2.4800000000000003e-105,323.0,ref|XP_319149.3|,44.703,-284.76977523786513,-393.0,ok,sciarid-like
g16567.t1,6.17e-77,245.0,g1901.t1,35.233,0.0,806.0,s12852.t1,91.647,2.37e-92,298.0,ref|XP_001688825.2|,38.725,-285.03766527618495,-561.0,ok,sciarid-like
g10722.t1,0.000168,42.4,g2488.t1,33.333,2.59e-128,377.0,s12991.t1,58.034,4.9,30.8,ref|XP_061511984.1|,32.787,-285.08768744896537,-334.6,ok,sciarid-like
g3593.t1,1.1100000000000001e-29,120.0,g7922.t1,42.246,1.24e-153,436.0,s11066.t1,70.359,1.3,32.0,ref|XP_001688568.2|,29.577,-285.4098001669689,-316.0,ok,sciarid-like
g8853.t1,5.8,28.9,g6315.t1,26.667,5.37e-124,366.0,s13704.t1,67.266,0.000558,42.0,ref|XP_320414.1|,24.419,-285.5975815402933,-337.1,ok,sciarid-like
g9252.t2,1.9e-49,172.0,g12671.t2,66.46,1.5300000000000002e-173,506.0,s4274.t4,93.75,5.5999999999999995e-67,230.0,ref|XP_061514939.1|,84.828,-285.7371376820297,-334.0,ok,sciarid-like
g11808.t1,1.61e-76,258.0,g6837.t1,34.101,0.0,946.0,s13687.t1,80.319,0.0,546.0,ref|XP_061503273.1|,48.282,-285.99678571025805,-688.0,ok,sciarid-like
g11576.t1,5.76e-37,135.0,g14813.t1,28.613,3.57e-161,452.0,s14023.t1,66.571,0.008,38.1,ref|XP_061516646.1|,24.272,-285.9989234101779,-317.0,ok,sciarid-like
g9262.t1,2.1,28.9,g9106.t1,27.632,1.2700000000000001e-124,347.0,s3957.t1,99.398,10.0,0.0,,,-286.0234719755205,-318.1,ok,sciarid-like
g8821.t2,1.71e-76,270.0,g1465.t1,57.308,0.0,927.0,s11387.t1,65.286,2.9700000000000003e-31,132.0,ref|XP_061510178.1|,35.556,-286.0570449017763,-657.0,ok,sciarid-like
g16089.t1,1.19e-41,148.0,g13164.t1,38.189,5.81e-166,466.0,s2104.t2,68.652,1.77e-72,230.0,ref|XP_001689277.2|,38.7,-286.23750936051533,-318.0,ok,sciarid-like
g1216.t1,2.21e-76,265.0,g5196.t1,31.293,0.0,963.0,s1428.t1,75.743,0.0,918.0,ref|XP_557901.4|,73.529,-286.3135440467913,-698.0,check_conservation,sciarid-like
g9254.t1,6.14e-42,152.0,g9610.t2,46.995,2.5800000000000002e-166,482.0,s4274.t4,87.823,3.9099999999999997e-28,113.0,ref|XP_061514943.1|,51.887,-286.38758687448717,-330.0,ok,sciarid-like
g260.t5,2.41e-76,270.0,g11463.t2,27.126,0.0,1613.0,s10716.t1,77.576,1.61e-80,287.0,ref|XP_061509326.1|,27.021,-286.40017827876426,-1343.0,ok,sciarid-like
g3637.t1,2.41e-76,259.0,g11954.t1,32.965,0.0,1223.0,s2955.t1,82.999,1.02e-10,65.9,ref|XP_061507735.1|,23.432,-286.40017827876426,-964.0,ok,sciarid-like
g14055.t1,10.0,0.0,,,3.4100000000000003e-124,367.0,s1805.t1,50.87,0.9,33.1,ref|XP_315098.4|,26.214,-286.5964243329603,-367.0,ok,sciarid-like
g9574.t1,0.37,32.0,g7466.t2,32.258,1.2500000000000002e-125,353.0,s2778.t1,81.116,0.2,33.5,ref|XP_315098.4|,22.449,-286.60574079959764,-321.0,ok,sciarid-like
g1573.t1,3.04e-76,268.0,g2739.t1,39.13,0.0,663.0,s10797.t1,77.887,3.49e-06,51.6,ref|XP_001688478.1|,33.696,-286.6324090466798,-395.0,ok,sciarid-like
g12312.t1,9.09e-17,85.9,g12019.t1,23.077,2.8899999999999997e-141,463.0,s10940.t1,36.016,4.5399999999999994e-126,410.0,ref|XP_061518125.1|,33.889,-286.6664699373267,-377.1,check_conservation,sciarid-like
g3990.t1,3.76e-55,183.0,g14813.t1,33.237,1.19e-179,500.0,s9399.t1,68.421,2.09e-05,45.8,ref|XP_061516646.1|,34.568,-286.67101718154004,-317.0,ok,sciarid-like
g10044.t1,3.36e-76,259.0,g11945.t1,35.805,0.0,886.0,s2583.t1,85.774,2.32e-36,146.0,ref|XP_061509038.1|,26.369,-286.7324925052368,-627.0,ok,sciarid-like
g10107.t1,3.57e-76,275.0,g3938.t1,29.63,0.0,725.0,s10716.t1,48.289,5.51e-77,279.0,ref|XP_061515055.1|,29.575,-286.7931171270532,-450.0,ok,sciarid-like
g19293.t1,4.12e-76,239.0,g7277.t2,48.485,0.0,603.0,s14835.t1,95.611,6.64e-42,152.0,ref|XP_061506217.1|,93.056,-286.9364046946231,-364.0,ok,sciarid-like
g17250.t1,4.66e-76,253.0,g2814.t3,48.864,0.0,576.0,s15549.t1,94.774,5.539999999999999e-95,302.0,ref|XP_061511281.1|,51.408,-287.0595669793993,-323.0,ok,sciarid-like
g16570.t2,9.8,29.3,g9159.t1,34.0,1.92e-124,379.0,s14022.t1,38.889,1.2,33.1,ref|XP_061510656.1|,28.916,-287.15060873089845,-349.7,ok,sciarid-like
g17250.t2,5.3399999999999997e-76,254.0,g2814.t3,48.864,0.0,540.0,s15549.t1,93.455,2.0999999999999998e-94,303.0,ref|XP_061511272.1|,44.353,-287.19577718423375,-286.0,ok,sciarid-like
g5112.t1,0.18,36.2,g5688.t2,29.245,3.2699999999999997e-126,413.0,s677.t1,32.148,0.38,35.8,ref|XP_554796.2|,24.091,-287.22613330424866,-376.8,ok,sciarid-like
g1216.t2,5.86e-76,264.0,g5196.t1,31.218,0.0,961.0,s1428.t1,75.702,0.0,917.0,ref|XP_557901.4|,73.484,-287.2887011348506,-697.0,check_conservation,sciarid-like
g17250.t3,7.13e-76,254.0,g2814.t3,48.864,0.0,540.0,s15549.t1,93.407,1.87e-98,317.0,ref|XP_061511232.1|,53.191,-287.4848627656879,-286.0,ok,sciarid-like
g7949.t3,0.61,31.2,g12527.t1,32.653,8.4e-126,371.0,s2151.t1,100.0,4.9,28.9,ref|XP_312104.5|,61.905,-287.5031936895857,-339.8,ok,sciarid-like
g16840.t1,4.9,31.2,g350.t1,29.787,6.37e-125,396.0,s8690.t1,41.801,5.08e-05,47.8,ref|XP_558492.3|,28.182,-287.56077235978825,-364.8,ok,sciarid-like
g11723.t1,6e-36,136.0,g841.t1,35.747,7.110000000000001e-161,464.0,s8864.t1,67.236,9.93e-29,116.0,ref|XP_061517310.1|,33.772,-287.65339384966865,-328.0,ok,sciarid-like
g4868.t1,0.96,33.1,g4993.t1,28.261,1.0800000000000001e-125,391.0,s4667.t1,46.187,0.002,42.0,ref|XP_061514519.1|,26.144,-287.70535358859934,-357.9,ok,sciarid-like
g2020.t1,4.4,28.1,g7809.t1,40.426,4.7200000000000003e-125,352.0,s12958.t1,96.757,10.0,0.0,,,-287.75293236558247,-323.9,ok,sciarid-like
g19314.t1,1.1e-75,250.0,g1953.t1,34.125,0.0,634.0,s6193.t1,66.598,2.51e-17,85.9,ref|XP_319620.5|,23.282,-287.91844680406007,-384.0,ok,sciarid-like
g18740.t1,0.004,38.1,g5954.t1,28.972,3.1199999999999996e-128,360.0,s16632.t1,82.407,1.2,30.8,ref|XP_311028.5|,31.25,-288.07159798355417,-321.9,ok,sciarid-like
g17123.t1,0.87,31.6,g3794.t1,24.528,6.28e-126,361.0,s12404.t2,65.495,6.35e-05,45.1,ref|XP_061500159.1|,30.303,-288.14908966943614,-329.4,ok,sciarid-like
g10815.t1,1.5300000000000001e-75,249.0,g13827.t1,42.029,0.0,524.0,s6371.t1,75.499,3.2000000000000004e-70,237.0,ref|XP_061505636.1|,42.105,-288.24840435966007,-275.0,ok,sciarid-like
g19329.t1,2.03e-75,252.0,g9927.t2,41.796,0.0,940.0,s6174.t1,74.02,1.1e-81,269.0,ref|XP_061499245.1|,38.221,-288.53117241730945,-688.0,ok,sciarid-like
g18413.t1,2.18e-75,261.0,g7441.t2,42.169,0.0,1182.0,s16121.t1,89.245,1.37e-179,539.0,ref|XP_061502816.1|,61.663,-288.6024615010567,-921.0,ok,sciarid-like
g1763.t1,2.18e-14,75.1,g10548.t1,25.654,9.959999999999999e-140,409.0,s1990.t1,48.171,4.76e-06,49.7,ref|XP_003435757.2|,22.335,-288.60646952245423,-333.9,ok,sciarid-like
g621.t1,2.5,30.0,g2865.t1,28.07,1.1000000000000001e-125,367.0,s10944.t1,65.201,6.75e-28,112.0,ref|XP_061513228.1|,30.851,-288.64411717632555,-337.0,ok,sciarid-like
g11130.t2,1.1000000000000001e-27,110.0,g7136.t1,35.26,3.07e-153,431.0,s7417.t1,80.077,4.6699999999999996e-45,160.0,ref|XP_001237313.4|,43.452,-289.09935433545496,-321.0,ok,sciarid-like
g18742.t1,9.1e-10,57.8,g13542.t1,40.0,1.3999999999999998e-135,382.0,s16634.t1,72.862,7.9,28.5,ref|XP_001238525.3|,27.083,-289.6949388011573,-324.2,ok,sciarid-like
g4829.t1,5.4300000000000006e-27,118.0,g1575.t1,21.635,6.989999999999999e-153,474.0,s2410.t1,43.189,1.27e-19,95.5,ref|XP_061512531.1|,21.544,-289.8731802949499,-356.0,ok,sciarid-like
g11875.t1,9.170000000000001e-32,127.0,g13710.t1,49.39,1.09e-157,483.0,s15015.t1,79.793,1.64e-09,60.8,ref|XP_061502416.1|,36.538,-289.95289621428304,-356.0,ok,sciarid-like
g718.t1,8.67e-75,245.0,g10879.t1,72.436,0.0,1066.0,s687.t2,94.485,1.04e-05,50.8,ref|XP_061511287.1|,25.904,-289.9830054150482,-821.0,ok,sciarid-like
g10865.t1,1.4e-06,48.9,g15600.t1,23.837,1.2100000000000002e-132,384.0,s14693.t1,88.725,2.8,30.4,ref|XP_320637.4|,22.951,-290.2715735942623,-335.1,ok,sciarid-like
g8950.t1,1.4999999999999998e-74,263.0,g8722.t1,30.609,0.0,752.0,s10873.t1,55.371,8.800000000000001e-27,118.0,ref|XP_061511386.1|,28.426,-290.53118682535796,-489.0,ok,sciarid-like
g244.t1,0.000264,41.6,g11230.t4,21.145,1.4900000000000001e-130,389.0,s6417.t1,89.706,0.000188,42.4,ref|XP_061518431.1|,21.93,-290.6977245144506,-347.4,ok,sciarid-like
g4982.t1,2.03e-74,261.0,g12019.t1,30.514,0.0,1070.0,s2267.t1,73.392,8.03e-70,248.0,ref|XP_061512624.1|,29.636,-290.8337575103035,-809.0,ok,sciarid-like
g1377.t1,2.0399999999999998e-74,250.0,g786.t1,42.822,0.0,803.0,s13816.t2,81.346,2.21e-51,186.0,ref|XP_061513733.1|,31.021,-290.8386715251059,-553.0,ok,sciarid-like
g11180.t1,2.24e-19,89.7,g7513.t1,30.734,1.03e-145,427.0,s9280.t1,48.327,2.03e-10,61.6,ref|XP_307857.3|,50.82,-290.9026387808752,-337.3,ok,sciarid-like
g15337.t2,3.3,29.6,g15406.t1,33.333,1.26e-126,365.0,s10950.t1,57.143,2.2,31.2,ref|XP_061507661.1|,35.714,-291.08853246475877,-335.4,ok,sciarid-like
g12411.t1,2.82e-74,248.0,g6526.t1,44.231,0.0,555.0,s9503.t1,65.57,8.36e-77,259.0,ref|XP_061518949.1|,43.874,-291.16245860219976,-307.0,ok,sciarid-like
g19016.t1,3.08e-74,241.0,g12933.t1,32.174,0.0,795.0,s16453.t1,82.851,3.08e-64,215.0,ref|XP_061506623.1|,30.612,-291.25065131423526,-554.0,ok,sciarid-like
g1312.t1,9.75e-19,85.5,g13185.t1,41.353,1.66e-145,408.0,s16844.t1,85.774,2.8699999999999996e-135,386.0,ref|XP_313455.4|,69.182,-291.89617139989105,-322.5,check_conservation,sciarid-like
g2241.t1,2.08e-34,137.0,g14307.t1,28.032,2.93e-161,480.0,s14527.t2,42.044,1.59e-16,84.7,ref|XP_061501842.1|,21.93,-292.08567228092807,-343.0,ok,sciarid-like
g12698.t1,7.95e-74,239.0,g6189.t1,35.714,0.0,624.0,s11821.t3,66.219,2.8499999999999997e-89,280.0,ref|XP_061511895.1|,36.609,-292.19889364591603,-385.0,ok,sciarid-like
g18456.t1,8.06e-74,228.0,g12463.t1,50.579,0.0,627.0,s15621.t1,99.676,2.1600000000000002e-26,107.0,ref|XP_001688329.2|,38.889,-292.21263527376834,-399.0,ok,sciarid-like
g18739.t1,9.48e-74,262.0,g6268.t1,51.613,0.0,1419.0,s16631.t1,87.969,2.51e-69,251.0,ref|XP_061508022.1|,72.549,-292.3749060335167,-1157.0,ok,sciarid-like
g12946.t1,6.27e-11,62.4,g12558.t1,31.783,5.24e-138,391.0,s14347.t1,66.044,2.59e-09,58.2,ref|XP_312030.5|,29.771,-292.6077616665557,-328.6,ok,sciarid-like
g3935.t1,1.23e-73,239.0,g6189.t1,35.938,0.0,624.0,s11821.t3,66.443,3.9300000000000003e-88,277.0,ref|XP_061511895.1|,36.364,-292.63532097962815,-385.0,ok,sciarid-like
g18448.t1,1.2900000000000002e-73,263.0,g12802.t1,27.778,0.0,1438.0,s15632.t1,80.931,6.589999999999999e-98,334.0,ref|XP_309197.2|,28.377,-292.6829490286174,-1175.0,ok,sciarid-like
g11536.t1,1.3100000000000001e-73,230.0,g5701.t1,49.505,0.0,542.0,s15930.t1,81.194,2.23e-22,95.9,ref|XP_061515961.1|,44.262,-292.6983339474569,-312.0,ok,sciarid-like
g12141.t1,2.09e-07,50.4,g6772.t1,34.568,1.55e-134,384.0,s13042.t1,62.776,1.48e-07,53.1,ref|XP_061506475.1|,22.667,-292.72721594528934,-333.6,ok,sciarid-like
g18448.t2,1.4e-73,263.0,g12802.t1,27.919,0.0,1449.0,s15632.t1,83.049,1.4999999999999998e-91,316.0,ref|XP_309197.2|,27.929,-292.76477904686504,-1186.0,ok,sciarid-like
g17287.t1,9.64e-20,84.7,g8305.t1,25.551,6.65e-147,410.0,s6005.t1,80.0,1.01e-15,75.5,ref|XP_061516540.1|,28.936,-292.7996110641985,-325.3,ok,sciarid-like
g19707.t1,1.48e-73,273.0,g6151.t1,24.469,0.0,999.0,s10940.t1,41.244,0.0,850.0,ref|XP_061519240.1|,37.561,-292.82034889801986,-726.0,check_conservation,sciarid-like
g239.t1,1.2e-25,101.0,g6256.t1,32.127,7.83e-153,421.0,s6424.t5,97.087,9.43e-20,86.7,ref|XP_061511959.1|,30.918,-292.85525095002913,-320.0,ok,sciarid-like
g13649.t1,1.82e-73,243.0,g2739.t1,41.279,0.0,632.0,s10797.t1,86.647,6.8,29.6,ref|XP_061500345.1|,38.71,-293.02714331133257,-389.0,ok,sciarid-like
g16465.t1,2.0700000000000002e-73,230.0,g1143.t1,43.866,0.0,513.0,s12683.t1,75.617,2.31e-59,193.0,ref|XP_550843.3|,39.592,-293.15585541752114,-283.0,ok,sciarid-like
g4747.t1,1.3099999999999999e-42,155.0,g12688.t1,42.857,4.22e-170,520.0,s9700.t1,92.908,1.62e-105,337.0,ref|XP_061502788.1|,82.234,-293.561083912403,-365.0,ok,sciarid-like
g6302.t1,0.65,33.5,g9371.t1,26.23,1.5799999999999998e-128,402.0,s10960.t1,51.475,0.39,34.7,ref|XP_315007.4|,29.167,-293.8426841401065,-368.5,ok,sciarid-like
g18754.t2,0.21,32.7,g13372.t1,29.167,4.5700000000000005e-129,385.0,s14660.t1,85.915,0.006,37.7,ref|XP_061501279.1|,32.432,-293.95331604306114,-352.3,ok,sciarid-like
g11184.t1,1.3,31.2,g10771.t1,23.313,2.7599999999999997e-128,371.0,s7485.t1,65.445,1.6,31.6,ref|XP_061504565.1|,35.714,-293.97802548797625,-339.8,ok,sciarid-like
g19314.t2,4.85e-73,250.0,g1953.t1,34.125,0.0,634.0,s6193.t1,66.598,2.93e-16,84.0,ref|XP_319620.5|,22.887,-294.0072855151932,-384.0,ok,sciarid-like
g4770.t1,1.11e-09,58.2,g8220.t1,27.16,2.14e-137,388.0,s9713.t1,73.541,2.56e-12,65.9,ref|XP_061519262.1|,25.82,-294.07444608952835,-329.8,ok,sciarid-like
g19443.t1,1.26e-41,143.0,g10149.t1,34.921,2.39e-169,467.0,s6524.t1,86.667,1.5899999999999999e-40,140.0,ref|XP_314254.6|,33.955,-294.0907102582578,-324.0,ok,sciarid-like
g16498.t1,6.24e-73,234.0,g1530.t1,33.967,0.0,679.0,s4730.t2,71.806,2.09e-83,281.0,ref|XP_061505144.1|,36.765,-294.25928699262516,-445.0,ok,sciarid-like
g11929.t1,6.82e-73,248.0,g8722.t1,29.967,0.0,701.0,s12522.t1,59.528,1.37e-14,77.8,ref|XP_061507758.1|,24.513,-294.3481662820992,-453.0,ok,sciarid-like
g977.t1,4.45e-25,103.0,g1080.t1,27.626,6.34e-153,431.0,s15033.t1,68.997,1e-137,393.0,ref|XP_564611.3|,63.393,-294.3769172309669,-328.0,check_conservation,sciarid-like
g12856.t1,7.120000000000001e-73,257.0,g11970.t1,28.293,0.0,607.0,s8243.t1,46.049,0.0,561.0,ref|XP_061506625.1|,43.189,-294.3912145356677,-350.0,check_conservation,sciarid-like
g9252.t1,1.35e-49,172.0,g12671.t2,66.46,1.52e-177,516.0,s4274.t4,96.97,2.24e-61,214.0,ref|XP_061514941.1|,84.672,-294.61228616083,-344.0,ok,sciarid-like
g4607.t1,2.71e-16,79.0,g3811.t1,26.122,2.9e-144,406.0,s11996.t1,69.825,2.48e-50,168.0,ref|XP_316522.5|,40.551,-294.663129801137,-327.0,ok,sciarid-like
g16164.t1,3.2,28.5,g5643.t1,24.762,3.03e-128,357.0,s5621.t1,92.391,2.0,30.0,ref|XP_061501539.1|,34.615,-294.78548009352227,-328.5,ok,sciarid-like
g4796.t1,1.6e-72,226.0,g13926.t1,43.787,0.0,588.0,s9746.t1,87.879,2.86e-84,258.0,ref|XP_001688610.1|,47.727,-295.2008955324836,-362.0,ok,sciarid-like
g16870.t1,4.69e-17,84.3,g12405.t1,23.737,2.74e-145,431.0,s9981.t1,45.114,3.61e-13,72.4,ref|XP_061512551.1|,24.485,-295.26836656529605,-346.7,ok,sciarid-like
g18116.t1,3.99e-42,152.0,g9927.t2,48.667,1.19e-170,470.0,s14349.t1,90.726,2.37e-51,177.0,ref|XP_314066.4|,38.039,-295.9407298270162,-318.0,ok,sciarid-like
g8246.t1,3.7200000000000004e-72,247.0,g10590.t1,41.756,0.0,647.0,s11864.t1,60.436,1.74e-34,139.0,ref|XP_321849.6|,81.081,-296.0446155715229,-400.0,ok,sciarid-like
g5573.t1,9.82e-43,163.0,g14307.t1,29.333,2.63e-171,513.0,s2145.t1,36.025,2.8499999999999997e-28,122.0,ref|XP_061501842.1|,21.347,-296.04832917941457,-350.0,ok,sciarid-like
g16987.t1,1.4,32.0,g13296.t1,22.424,2.6700000000000002e-129,388.0,s1137.t1,40.317,3.6,31.2,ref|XP_311998.3|,28.205,-296.38787076044093,-356.0,ok,sciarid-like
g8654.t1,5.52e-72,232.0,g687.t1,37.931,0.0,546.0,s13224.t1,78.302,8.19e-71,230.0,ref|XP_003435873.2|,36.697,-296.4392697635269,-314.0,ok,sciarid-like
g6704.t1,1.7e-15,79.0,g196.t3,30.128,2.8600000000000005e-144,444.0,s11587.t1,73.034,10.0,0.0,,,-296.51328362246227,-365.0,ok,sciarid-like
g1695.t2,6.1e-72,250.0,g1812.t1,33.23,0.0,1023.0,s11570.t1,75.248,1e-109,349.0,ref|XP_061499685.1|,35.742,-296.53918067441714,-773.0,ok,sciarid-like
g1695.t1,6.23e-72,250.0,g1812.t1,33.54,0.0,1030.0,s11570.t1,75.07,7.970000000000001e-110,349.0,ref|XP_061499685.1|,35.742,-296.56026823603725,-780.0,ok,sciarid-like
g13059.t1,7e-72,238.0,g7617.t1,33.262,0.0,1046.0,s14141.t1,100.0,1.06e-36,144.0,ref|XP_061509038.1|,26.749,-296.67680205229317,-808.0,ok,sciarid-like
g7645.t1,7.13e-72,246.0,g1973.t1,41.945,0.0,660.0,s12206.t1,68.142,1.56e-56,202.0,ref|XP_061509026.1|,33.432,-296.69520313766407,-414.0,ok,sciarid-like
g2606.t1,6.3,28.5,g12682.t1,25.641,8.720000000000001e-129,370.0,s5654.t1,63.838,3.4,30.4,ref|XP_061503189.1|,70.588,-296.7084073917085,-341.5,ok,sciarid-like
g11130.t1,1.1700000000000001e-27,111.0,g7136.t1,35.26,1.44e-156,439.0,s7417.t1,80.075,7.33e-45,159.0,ref|XP_001237313.4|,43.452,-296.8258376314537,-328.0,ok,sciarid-like
g18405.t1,8.42e-72,242.0,g8826.t1,34.134,0.0,1182.0,s16128.t1,88.415,1.4e-71,246.0,ref|XP_551101.4|,29.744,-296.8615017314921,-940.0,ok,sciarid-like
g4746.t1,1.4,31.2,g10908.t1,21.951,1.6400000000000002e-129,385.0,s14094.t1,61.462,2.1,31.6,ref|XP_061502451.1|,27.273,-296.87525299101696,-353.8,ok,sciarid-like
g19249.t1,4.5300000000000004e-26,115.0,g1575.t2,22.043,5.23e-155,478.0,s2410.t1,43.355,2.3499999999999997e-23,107.0,ref|XP_061512531.1|,21.786,-296.88978765765,-363.0,ok,sciarid-like
g9965.t1,4.1600000000000003e-47,161.0,g1143.t1,34.173,4.6299999999999995e-176,488.0,s13118.t1,76.948,5.9399999999999994e-34,126.0,ref|XP_550843.3|,27.305,-296.92643520240694,-327.0,ok,sciarid-like
g10862.t2,5.3999999999999995e-34,134.0,g1109.t1,37.222,5.650000000000001e-163,480.0,s14694.t1,66.912,1.0700000000000001e-33,134.0,ref|XP_061503616.1|,38.542,-296.98822040464376,-346.0,ok,sciarid-like
g12472.t1,5.06e-37,134.0,g5123.t1,29.379,4.6100000000000006e-166,462.0,s6509.t1,74.662,1.05e-36,134.0,ref|XP_061510364.1|,28.612,-297.1266156225227,-328.0,ok,sciarid-like
g11967.t1,1.21e-71,235.0,g1767.t1,50.84,0.0,946.0,s13502.t1,79.756,1.08e-45,169.0,ref|XP_061518953.1|,49.39,-297.22409735584057,-711.0,ok,sciarid-like
g18429.t1,1.25e-71,231.0,g12798.t1,31.731,0.0,754.0,s16380.t1,83.333,3.02e-26,110.0,ref|XP_061500001.1|,23.571,-297.25662054754616,-523.0,ok,sciarid-like
g1432.t1,1.6,31.6,g551.t1,22.43,9.94e-130,380.0,s6239.t1,67.339,1.9,32.3,ref|XP_061515906.1|,21.348,-297.5094986978032,-348.4,ok,sciarid-like
g8410.t1,6.54e-06,45.8,g1581.t1,34.043,4.03e-135,374.0,s17170.t1,98.883,0.000136,42.4,ref|XP_310159.3|,32.927,-297.51764778574244,-328.2,ok,sciarid-like
g427.t1,1.66e-71,230.0,g1613.t2,38.058,0.0,620.0,s11680.t1,76.674,1.13e-37,140.0,ref|XP_311844.5|,43.085,-297.5402945986003,-390.0,ok,sciarid-like
g4820.t1,2.71e-17,85.5,g9737.t1,29.5,1.4899999999999999e-146,446.0,s6785.t1,46.584,1.98e-18,89.7,ref|XP_061506863.1|,30.942,-297.63164951116613,-360.5,ok,sciarid-like
g14269.t2,2.4700000000000002e-33,121.0,g7787.t1,33.08,1.22e-162,450.0,s10245.t1,91.903,7.29e-31,115.0,ref|XP_318543.5|,34.583,-297.7388442881266,-329.0,ok,sciarid-like
g1704.t1,2.53e-71,244.0,g196.t4,44.444,0.0,650.0,s11587.t1,80.822,1.46e-21,98.6,ref|XP_061519530.1|,27.826,-297.96169629897133,-406.0,ok,sciarid-like
g4109.t1,3.04e-71,233.0,g1693.t1,29.828,0.0,674.0,s13453.t1,71.34,1.81e-88,279.0,ref|XP_321914.6|,32.308,-298.14533451165005,-441.0,ok,sciarid-like
g19329.t2,3.46e-71,238.0,g9927.t2,38.701,0.0,605.0,s6174.t1,70.46,4.42e-77,254.0,ref|XP_061499245.1|,36.779,-298.27474558530156,-367.0,ok,sciarid-like
g966.t1,8.14e-10,59.3,g7947.t1,24.364,1.9e-139,400.0,s3993.t1,69.366,1.94e-64,209.0,ref|XP_312943.4|,38.828,-298.48841329007394,-340.7,ok,sciarid-like
g16100.t1,9.23e-50,167.0,g7431.t1,32.459,2.1000000000000002e-179,496.0,s2083.t1,81.633,5.7099999999999995e-46,158.0,ref|XP_061512846.1|,30.714,-298.5139987000173,-329.0,ok,sciarid-like
g5206.t3,4.97e-71,260.0,g14619.t1,27.786,0.0,724.0,s6244.t1,50.339,9.89e-84,300.0,ref|XP_061504082.1|,26.615,-298.63689683634044,-464.0,ok,sciarid-like
g5814.t1,10.0,0.0,,,1.97e-129,360.0,s5621.t1,92.391,2.3,29.6,ref|XP_061501539.1|,34.615,-298.65802854647603,-360.0,ok,sciarid-like
g19318.t1,0.35,32.7,g6705.t1,25.0,5.27e-131,370.0,s6189.t1,76.285,4.8,29.6,ref|XP_061505426.1|,61.905,-298.92679469516804,-337.3,ok,sciarid-like
g12941.t1,1.4,30.8,g8758.t1,32.727,1.97e-130,384.0,s5589.t1,60.317,5.5,29.6,ref|XP_061502842.1|,37.143,-298.99450078309724,-353.2,ok,sciarid-like
g6123.t2,0.025,38.9,g9449.t2,25.862,3.2300000000000004e-132,420.0,s8678.t1,43.844,0.27,36.2,ref|XP_061512711.1|,31.884,-299.0798706838655,-381.1,ok,sciarid-like
g12509.t3,7.77e-71,259.0,g8737.t2,30.644,0.0,1127.0,s715.t1,62.535,9.31e-31,120.0,ref|XP_311358.3|,41.148,-299.08374716061144,-868.0,ok,sciarid-like
g12219.t1,1.64e-39,142.0,g15266.t1,31.132,1.2e-169,475.0,s11754.t1,72.892,5.11e-46,159.0,ref|XP_061511836.1|,32.268,-299.64843677426813,-333.0,ok,sciarid-like
g19014.t1,1.6000000000000002e-70,236.0,g8761.t1,32.79,0.0,983.0,s16450.t1,87.978,4.7199999999999995e-25,109.0,ref|XP_318979.5|,25.059,-299.8060657184717,-747.0,ok,sciarid-like
g13271.t2,1.9000000000000002e-70,219.0,g8125.t1,54.605,0.0,531.0,s16644.t1,96.727,10.0,0.0,,,-299.97791597539833,-312.0,ok,sciarid-like
g7126.t1,1.7199999999999998e-48,171.0,g9400.t1,39.474,8.300000000000001e-179,502.0,s2475.t1,88.387,8.02e-15,77.0,ref|XP_001689239.2|,42.4,-300.0647159582428,-331.0,ok,sciarid-like
g16414.t1,2.85e-70,229.0,g10623.t1,35.92,0.0,596.0,s12814.t1,85.714,2.18e-88,276.0,ref|XP_316295.5|,42.985,-300.3833810835065,-367.0,ok,sciarid-like
g15833.t2,1.3,30.0,g5994.t1,26.562,4.48e-131,379.0,s13019.t1,73.222,10.0,0.0,,,-300.40138840026054,-349.0,ok,sciarid-like
